mu,z,g,alpha,c,epsilon,bR,beta,a,bT,eT,eT,kA,j,kB,n,d,f,nK,rK,Ki,Kj,dKO,Error,Wterror,Koerror,EntryNumber
0.401740064,0.0297621,0.095272041,0.0007,0.0015,0.003398747,0.005053026,0.302439791,0.0064,0.044313,100,200,226360.6633,4.18E-07,4.348464635,1,1000,1.38629,1884359.903,1045900,0.025334535,4.646446955,100,3232.876456,1531.436857,1701.444471,63
0.398194103,0.03108723,0.094223605,0.000699732,0.001499999,0.004331908,0.005,0.301414385,0.006450084,0.044313,100,200,165102.8879,4.18E-07,4.225089061,1,1000,1.38629,1760786.101,1045900,0.257235477,3.090894771,100,3233.901633,1353.522135,1880.395447,97
0.396901255,0.030789669,0.094000001,0.0007,0.0015,0.003006576,0.005,0.30001,0.0064,0.044312859,100,200,165228.9268,4.18E-07,7.848673974,1,1000,1.38629,1804905.321,1045900,0.377830947,3.727334016,100,3234.327607,1537.473182,1696.861195,127
0.406994653,0.027361973,0.1,0.000699943,0.001499996,0.002316138,0.005000008,0.300000008,0.006400025,0.044308573,100,200,229769.5813,4.18E-07,3.450337437,1,1000,1.38629,1898516.806,1045900,0.268051788,2.963951074,100,3237.812404,1493.207289,1744.610434,41
0.397959339,0.03199986,0.094822532,0.000699998,0.001440713,0.003090535,0.008724066,0.300035732,0.006400084,0.044312238,100,200,161522.6144,4.18E-07,4.681116963,1,1000,1.38629,1947735.569,1045900,0.17960149,1.782372714,100,3241.920402,1581.364451,1660.562475,123
0.401168236,0.028827,0.09400079,0.000699972,0.001497487,0.001000092,0.009906302,0.301477883,0.006400001,0.044312999,100,200,214148.8797,4.18E-07,0.435955756,1,1000,1.38629,1906581.332,1045900,0.232481529,5.244400193,100,3244.545127,1667.509431,1577.038552,86
0.404485982,0.032,0.099154827,0.000694628,0.001494494,0.003124715,0.008328115,0.303152145,0.006403543,0.044312916,100,200,232628.1139,4.18E-07,0.476495562,1,1000,1.38629,1862827.377,1045900,0.05943579,5.99710212,100,3245.290884,1521.886022,1723.420506,136
0.405340238,0.029901495,0.1,0.000699583,0.001419932,0.004864475,0.006946189,0.302993125,0.006544837,0.044294594,100,200,184996.854,4.18E-07,3.437503804,1,1000,1.38629,1996013.236,1045900,0.027551742,2.017566018,100,3251.710487,1440.354588,1811.365054,104
0.405445805,0.029514136,0.097295616,0.000660555,0.001468721,0.003975308,0.005275447,0.304959749,0.006432829,0.044302678,100,200,162432.3038,4.18E-07,3.912684567,1,1000,1.38629,1760200.417,1045900,0.020000009,4.971763534,100,3257.327257,1537.406647,1719.924046,219
0.398168211,0.028713381,0.094,0.000699998,0.0015,0.003848556,0.011076397,0.300001033,0.0064,0.044312997,100,200,241554.5859,4.18E-07,0.573235625,1,1000,1.38629,1954938.501,1045900,0.021747833,6.758738398,100,3262.165783,1510.232639,1751.935188,243
0.397867507,0.030077931,0.094072046,0.000699998,0.001499596,0.003920532,0.005005139,0.300009494,0.006430953,0.044312948,100,200,257603.1793,4.18E-07,4.249863503,1,1000,1.38629,1818430.871,1045900,0.195676107,0.926972119,100,3273.107078,1296.550512,1976.581373,101
0.40219876,0.031942289,0.095105793,0.000699841,0.001478726,0.001004685,0.005753469,0.302543989,0.006516236,0.040482277,100,200,196442.7052,4.07E-07,1.648729745,1,1000,1.38629,1873001.311,1045900,0.020000034,0.3633051,100,3287.480239,1554.841647,1732.666104,161
