mu,z,g,alpha,c,epsilon,bR,beta,a,bT,eT,eT,kA,j,kB,n,d,f,nK,rK,Ki,Kj,dKO,Error,Wterror,Koerror,EntryNumber
0.3966833308334464,0.02760250479825426,0.09402643029958961,0.0006901519688357161,0.001499888475744613,0.007286274529368099,0.005942501271779619,0.3011713204608136,0.0007983804898775755,0.04328104251935398,100,200,176274.240273764,3.21556810966275e-07,4.2533,1,1000,1.38629,1852785.456755638,1045900,0.2,3.579392175432355,100,1520.85928678225,673.8784524161049,846.9907357253162,1
0.4035115517963027,0.0319999952847379,0.09636275666678616,0.0006188402723881534,0.001468236222302926,0.00700007028572002,0.008475917005532008,0.3007633486913627,0.00400008887967726,0.04166421064184738,100,200,260603.3038613256,3.21556810966275e-07,4.2533,1,1000,1.38629,1959031.019758486,1045900,0.2,3.579392175432355,100,2430.285567758639,927.1419273498979,1503.164529650945,2
0.4029169926737751,0.03199996126940206,0.09527187380598987,0.0006999998307338526,0.001440708668627707,0.008544315117878126,0.010048015603088,0.3074368677491485,0.0066,0.04273885751860165,100,200,224011.3919444247,3.21556810966275e-07,4.2533,1,1000,1.38629,1867736.000522605,1045900,0.2,3.579392175432355,100,4438.494574162412,1702.658771871667,2735.850416561961,3
0.4069994022423166,0.03137890615483047,0.09400436942140476,0.0006755356147616223,0.001499953771824219,0.007565521695124557,0.01048943682535546,0.3117024760204504,0.006434830866018244,0.03782339819577254,100,200,247679.8533803145,3.21556810966275e-07,4.2533,1,1000,1.38629,1758619.907782005,1045900,0.2,3.579392175432355,100,5055.552005039135,2111.571380785548,2943.997170576966,4
0.4009086373747114,0.0292711903140485,0.09880643928382773,0.000699491942193567,0.001494111353518824,0.01019995331333984,0.006432464781952282,0.3062427424370442,0.006570149110299004,0.04430588460208986,100,200,164840.2211206268,3.21556810966275e-07,4.2533,1,1000,1.38629,1818294.639764752,1045900,0.2,3.579392175432355,100,4035.760968874273,1911.594609499197,2124.191693170825,5
0.4002252653373199,0.03060015242390693,0.09400003344777928,0.0006999996405718524,0.001491559752240155,0.007784581296821858,0.007418715507497418,0.3075467922118428,0.006402004982875721,0.04431299900288429,100,200,236415.9059696377,3.21556810966275e-07,4.2533,1,1000,1.38629,1803344.791440754,1045900,0.2,3.579392175432355,100,5185.896232201329,1800.131883580056,3385.764957862976,6
0.4069941853649944,0.02850480273605979,0.09507912260961705,0.000699999074697007,0.001499999104091526,0.007001314618603535,0.008367646611928872,0.3071077135371745,0.006402181109846083,0.04405834728869685,100,200,184889.6609062721,3.21556810966275e-07,4.2533,1,1000,1.38629,1738047.692367421,1045900,0.2,3.579392175432355,100,3937.070872434486,1500.812241954204,2436.259202444862,7
0.3986003045556549,0.03199978919066672,0.09581308646756792,0.0006994837688278809,0.001489534561078906,0.01015840418889928,0.005000029211471344,0.309187775724081,0.006402003930721743,0.04353524464583879,100,200,186346.4204953582,3.21556810966275e-07,4.2533,1,1000,1.38629,1913219.426560572,1045900,0.2,3.579392175432355,100,4666.738036140938,1864.46772631189,2802.277606837771,8
0.4020401605953091,0.03164665522024549,0.09837210255038555,0.0006470675882905034,0.001393513216545602,0.01019990792258338,0.005071586729824432,0.3003084413317704,0.006459511168751993,0.03702789355432758,100,200,261120.4178993191,3.21556810966275e-07,4.2533,1,1000,1.38629,1962957.812863542,1045900,0.2,3.579392175432355,100,4945.144048266462,1838.935696785858,3106.226051621609,9
0.3967789893087025,0.03198475069692647,0.09400004897009774,0.0006825375815686394,0.001499556236753743,0.007083074171522903,0.006974250889203132,0.3065678923405051,0.00643662836105943,0.04429407766105346,100,200,213071.8496096829,3.21556810966275e-07,4.2533,1,1000,1.38629,1867952.971009943,1045900,0.2,3.579392175432355,100,5123.700625335588,1907.0278547944,3216.680635487535,10
0.4019585986251593,0.02757663988344787,0.09400000000386369,0.0006999999999848552,0.001499999973625351,0.007000000019775307,0.007946283945927616,0.3026830510935803,0.006408139304957887,0.03933557854483846,100,200,254102.1794227371,3.21556810966275e-07,4.2533,1,1000,1.38629,1897235.690156957,1045900,0.2,3.579392175432355,100,4527.873160429974,1871.74144239976,2656.143064509808,11
0.3978933506612174,0.02701557736345174,0.09573119748727441,0.0006999999844331235,0.001499999890894787,0.008051719150283588,0.005034986112435019,0.3022076390105947,0.006417992121125077,0.04431065436304068,100,200,164614.9300710067,3.21556810966275e-07,4.2533,1,1000,1.38629,1850998.447872957,1045900,0.2,3.579392175432355,100,4361.506108412394,1782.087772941895,2579.430203706896,12
