1027,252,128,18,252,24,1,1008,0,510,0.0001,0.0023
1062.4,551.56,130.01,357.36,548.99,23.985,2.5457,704.32,2.5715,508.79,6.7968,0.002338
1098.9,851.74,132.14,597.15,844.78,23.985,4.1401,501.32,6.96,507.88,7.6318,0.0023767
1136.7,1152.9,134.38,770.72,1139.8,23.991,5.7851,365.72,13.09,507.1,8.1095,0.002416
1175.9,1455.3,136.69,900.06,1434.4,24.002,7.4824,275.59,20.905,506.41,8.4185,0.0024559
1216.3,1759.4,139.09,1000.1,1729,24.016,9.234,216.1,30.351,505.77,8.6347,0.0024964
1258.2,2065.4,141.57,1081,2024.1,24.033,11.042,177.11,41.366,505.18,8.7944,0.0025376
1301.4,2373.9,144.12,1149.3,2320,24.053,12.908,152.11,53.922,504.62,8.9172,0.0025795
1346.2,2685,146.76,1209.8,2617,24.074,14.834,136.4,67.957,504.1,9.0145,0.002622
1392.5,2999.2,149.48,1265.5,2915.7,24.099,16.822,127,83.433,503.62,9.0935,0.0026652
1440.4,3316.7,152.29,1318.5,3216.4,24.125,18.874,121.86,100.3,503.16,9.1589,0.002709
1489.9,3638,155.19,1370.2,3519.5,24.153,20.993,119.65,118.53,502.73,9.2139,0.0027536
1541.1,3963.4,158.17,1421.6,3825.3,24.184,23.18,119.47,138.11,502.33,9.2608,0.0027989
1594.1,4293.3,161.25,1473.4,4134.3,24.217,25.439,120.69,159.01,501.96,9.3013,0.0028448
1648.8,4628.1,164.43,1525.9,4446.9,24.252,27.771,122.9,181.22,501.62,9.3366,0.0028916
1705.5,4968.2,167.7,1579.7,4763.5,24.289,30.18,125.82,204.69,501.31,9.3676,0.002939
1764.1,5313.9,171.08,1634.8,5084.4,24.329,32.667,129.27,229.42,501.02,9.395,0.0029872
1824.6,5665.6,174.57,1691.5,5410.2,24.37,35.235,133.12,255.4,500.76,9.4195,0.0030361
1887.3,6023.6,178.16,1750,5741,24.414,37.888,137.29,282.61,500.53,9.4415,0.0030859
1952,6388.6,181.87,1810.3,6077.5,24.461,40.628,141.74,311.05,500.33,9.4613,0.0031364
2019,6760.7,185.69,1872.6,6420,24.51,43.457,146.43,340.71,500.15,9.4793,0.0031876
2088.3,7140.5,189.63,1936.9,6768.9,24.561,46.38,151.34,371.61,500.01,9.4956,0.0032397
2159.9,7528.3,193.7,2003.4,7124.6,24.615,49.399,156.45,403.73,499.9,9.5106,0.0032926
2233.9,7924.7,197.9,2072.2,7487.7,24.672,52.519,161.76,437.08,499.82,9.5243,0.0033464
2310.5,8330,202.23,2143.2,7858.4,24.731,55.74,167.28,471.67,499.77,9.5369,0.0034009
2389.7,8744.7,206.7,2216.7,8237.2,24.793,59.069,172.99,507.5,499.75,9.5486,0.0034563
2471.5,9169.3,211.31,2292.6,8624.7,24.858,62.507,178.91,544.58,499.77,9.5594,0.0035126
2556.1,9604.1,216.06,2371.1,9021.2,24.926,66.059,185.03,582.94,499.82,9.5694,0.0035697
2643.7,10050,220.97,2452.3,9427.4,24.997,69.731,191.36,622.61,499.9,9.5788,0.0036277
2734.2,10507,226.04,2536.3,9843.6,25.071,73.525,197.92,663.6,500.02,9.5875,0.0036867
2827.8,10976,231.27,2623.1,10270,25.148,77.444,204.7,705.91,500.18,9.5956,0.0037465
2924.5,11458,236.66,2712.8,10708,25.229,81.494,211.71,749.57,500.37,9.6033,0.0038073
3024.5,11952,242.23,2805.6,11157,25.313,85.679,218.96,794.62,500.61,9.6104,0.0038689
3127.9,12460,247.98,2901.5,11618,25.4,90.002,226.45,841.08,500.88,9.6172,0.0039316
3234.8,12981,253.91,3000.6,12092,25.491,94.47,234.2,888.98,501.2,9.6235,0.0039951
3345.3,13517,260.04,3103.1,12579,25.586,99.086,242.21,938.35,501.55,9.6295,0.0040597
3459.5,14069,266.36,3209,13079,25.685,103.86,250.49,989.23,501.95,9.6352,0.0041252
3577.5,14636,272.88,3318.5,13594,25.787,108.79,259.06,1041.7,502.4,9.6405,0.0041918
3699.6,15219,279.62,3431.7,14123,25.894,113.88,267.91,1095.7,502.89,9.6456,0.0042593
3825.7,15819,286.57,3548.6,14668,26.005,119.14,277.05,1151.3,503.42,9.6504,0.0043279
3956,16437,293.75,3669.5,15229,26.12,124.58,286.51,1208.7,504.01,9.6549,0.0043975
4090.7,17074,301.16,3794.4,15806,26.24,130.2,296.29,1267.7,504.64,9.6592,0.0044681
4229.9,17729,308.81,3923.6,16400,26.364,136.01,306.39,1328.6,505.33,9.6634,0.0045398
4373.8,18404,316.71,4057,17013,26.493,142.01,316.83,1391.2,506.07,9.6673,0.0046126
4522.5,19099,324.86,4194.9,17644,26.627,148.21,327.63,1455.8,506.86,9.671,0.0046865
4676.2,19816,333.28,4337.4,18294,26.766,154.62,338.78,1522.3,507.72,9.6746,0.0047614
4834.9,20554,341.97,4484.6,18964,26.91,161.24,350.31,1590.8,508.62,9.678,0.0048375
4999,21315,350.95,4636.7,19654,27.059,168.09,362.22,1661.3,509.59,9.6812,0.0049147
5168.4,22100,360.22,4793.9,20366,27.215,175.16,374.53,1734,510.62,9.6843,0.0049931
5343.6,22909,369.79,4956.3,21100,27.375,182.47,387.25,1808.8,511.71,9.6873,0.0050726
5524.5,23743,379.67,5124.1,21857,27.542,190.02,400.4,1886,512.87,9.6901,0.0051533
5711.4,24603,389.87,5297.4,22638,27.715,197.82,413.98,1965.4,514.09,9.6928,0.0052352
5904.4,25490,400.41,5476.4,23443,27.894,205.88,428.01,2047.3,515.39,9.6954,0.0053183
6103.9,26405,411.29,5661.3,24274,28.08,214.22,442.51,2131.7,516.76,9.6979,0.0054026
6309.9,27349,422.52,5852.4,25131,28.272,222.83,457.49,2218.6,518.19,9.7003,0.0054881
6522.6,28323,434.13,6049.6,26015,28.472,231.72,472.96,2308.2,519.71,9.7026,0.0055749
6742.3,29327,446.11,6253.4,26927,28.678,240.91,488.95,2400.5,521.3,9.7048,0.0056629
6969.3,30363,458.48,6463.8,27868,28.892,250.41,505.46,2495.7,522.98,9.7069,0.0057522
7203.6,31432,471.25,6681.1,28839,29.114,260.22,522.51,2593.8,524.74,9.7089,0.0058428
7445.6,32535,484.44,6905.5,29840,29.343,270.36,540.12,2694.8,526.58,9.7108,0.0059347
7695.5,33673,498.06,7137.1,30874,29.581,280.84,558.31,2799.1,528.52,9.7127,0.006028
7953.4,34847,512.13,7376.3,31941,29.826,291.66,577.1,2906.5,530.54,9.7145,0.0061225
8219.7,36059,526.66,7623.2,33042,30.081,302.84,596.5,3017.2,532.66,9.7162,0.0062184
8494.7,37309,541.66,7878.1,34178,30.345,314.39,616.53,3131.4,534.88,9.7178,0.0063157
8778.5,38599,557.14,8141.2,35350,30.617,326.33,637.21,3249.1,537.19,9.7194,0.0064144
9071.4,39930,573.14,8412.8,36559,30.899,338.66,658.56,3370.5,539.61,9.7209,0.0065144
9373.7,41303,589.65,8693.1,37807,31.191,351.39,680.61,3495.6,542.14,9.7224,0.0066159
9685.7,42720,606.7,8982.3,39095,31.494,364.55,703.36,3624.6,544.78,9.7238,0.0067188
10008,44182,624.31,9280.8,40424,31.806,378.14,726.85,3757.7,547.53,9.7252,0.0068231
10340,45690,642.49,9588.7,41795,32.13,392.18,751.1,3894.9,550.4,9.7265,0.0069288
10683,47246,661.26,9906.4,43210,32.465,406.67,776.12,4036.3,553.39,9.7277,0.0070361
11036,48852,680.64,10234,44670,32.811,421.65,801.94,4182.2,556.51,9.7289,0.0071448
11401,50508,700.65,10572,46175,33.169,437.11,828.58,4332.7,559.75,9.73,0.0072551
11777,52217,721.31,10921,47729,33.539,453.08,856.07,4487.8,563.13,9.7312,0.0073668
12165,53979,742.64,11281,49331,33.922,469.58,884.44,4647.7,566.65,9.7322,0.0074801
12565,55797,764.65,11651,50984,34.318,486.61,913.7,4812.7,570.3,9.7332,0.0075949
12978,57672,787.38,12034,52689,34.728,504.2,943.88,4982.8,574.11,9.7342,0.0077113
13403,59606,810.85,12428,54448,35.151,522.36,975.01,5158.2,578.06,9.7351,0.0078293
13841,61601,835.07,12834,56262,35.589,541.11,1007.1,5339.1,582.17,9.736,0.0079488
