390.51,1240.5,163.1,45.446,1088.4,5,1,345.07,557.01,90.207,0.0001,0.0023
403.53,1313.6,164.32,163.2,1159.8,5.1017,1.5752,240.33,541.06,90.815,7.9987,0.002338
416.97,1387.9,165.56,246.32,1232.1,5.2042,2.169,170.65,526.28,91.428,8.0737,0.0023767
430.87,1463.6,166.83,306.31,1305.4,5.3075,2.7824,124.57,512.64,92.047,8.1434,0.002416
445.23,1540.7,168.13,351.22,1379.7,5.4115,3.4155,94.019,500.07,92.671,8.2084,0.0024559
460.07,1619.3,169.45,386.15,1455.1,5.5163,4.0693,73.923,488.55,93.301,8.2692,0.0024964
475.41,1699.5,170.81,414.57,1531.7,5.6219,4.7443,60.838,478.04,93.936,8.3263,0.0025376
491.25,1781.5,172.19,438.76,1609.7,5.7283,5.4414,52.486,468.52,94.577,8.38,0.0025795
507.63,1865.2,173.6,460.33,1689.2,5.8356,6.1613,47.294,459.94,95.224,8.4306,0.002622
524.54,1950.8,175.04,480.33,1770.1,5.9437,6.9046,44.215,452.28,95.877,8.4784,0.0026652
542.02,2038.4,176.51,499.45,1852.7,6.0526,7.6722,42.574,445.51,96.535,8.5237,0.002709
560.08,2128,178.02,518.17,1936.9,6.1625,8.4649,41.909,439.6,97.2,8.5667,0.0027536
578.75,2219.9,179.56,536.83,2023.1,6.2733,9.2837,41.915,434.53,97.871,8.6075,0.0027989
598.03,2314,181.13,555.65,2111.1,6.385,10.129,42.38,430.29,98.548,8.6464,0.0028449
617.96,2410.5,182.74,574.79,2201.2,6.4977,11.003,43.169,426.85,99.232,8.6834,0.0028916
638.55,2509.5,184.38,594.36,2293.4,6.6114,11.905,44.191,424.18,99.922,8.7188,0.002939
659.83,2611.1,186.06,614.45,2387.9,6.726,12.836,45.384,422.28,100.62,8.7526,0.0029872
681.81,2715.5,187.79,635.1,2484.8,6.8417,13.798,46.709,421.12,101.32,8.7849,0.0030362
704.53,2822.6,189.55,656.39,2584.1,6.9584,14.792,48.141,420.69,102.03,8.8159,0.0030859
728.02,2932.8,191.35,678.35,2686,7.0762,15.819,49.662,421,102.75,8.8457,0.0031364
752.28,3046,193.2,701.02,2790.7,7.1952,16.88,51.262,422.01,103.48,8.8742,0.0031877
777.35,3162.4,195.09,724.42,2898.2,7.3152,17.976,52.934,423.72,104.21,8.9017,0.0032398
803.26,3282.2,197.02,748.59,3008.6,7.4364,19.107,54.673,426.11,104.95,8.9281,0.0032927
830.03,3405.3,199,773.55,3122.1,7.5588,20.276,56.479,429.18,105.7,8.9535,0.0033465
857.69,3532.1,201.03,799.34,3238.8,7.6824,21.484,58.35,432.92,106.46,8.978,0.003401
886.27,3662.6,203.11,825.98,3358.8,7.8072,22.731,60.287,437.33,107.23,9.0016,0.0034564
915.79,3797,205.24,853.5,3482.3,7.9333,24.02,62.292,442.41,108,9.0244,0.0035127
946.3,3935.4,207.42,881.94,3609.5,8.0607,25.351,64.364,448.14,108.78,9.0464,0.0035699
977.82,4077.9,209.66,911.32,3740.3,8.1895,26.726,66.507,454.52,109.57,9.0676,0.0036279
1010.4,4224.8,211.95,941.67,3875.1,8.3196,28.146,68.721,461.56,110.37,9.0881,0.0036868
1044,4376.1,214.3,973.03,4013.8,8.4512,29.613,71.01,469.26,111.18,9.1079,0.0037467
1078.8,4532.1,216.71,1005.4,4156.8,8.5842,31.129,73.375,477.61,112,9.1271,0.0038074
1114.7,4692.9,219.18,1038.9,4304.1,8.7187,32.694,75.819,486.62,112.83,9.1457,0.0038691
1151.8,4858.6,221.72,1073.5,4456,8.8547,34.312,78.344,496.29,113.67,9.1636,0.0039317
1190.2,5029.5,224.32,1109.2,4612.5,8.9922,35.983,80.954,506.63,114.52,9.181,0.0039953
1229.8,5205.8,226.99,1146.2,4773.8,9.1314,37.709,83.65,517.64,115.38,9.1979,0.0040599
1270.7,5387.5,229.73,1184.3,4940.2,9.2723,39.492,86.435,529.32,116.25,9.2142,0.0041254
1313,5575,232.54,1223.7,5111.8,9.4148,41.334,89.313,541.68,117.14,9.23,0.004192
1356.7,5768.4,235.42,1264.4,5288.7,9.5591,43.236,92.286,554.73,118.03,9.2453,0.0042595
1401.8,5968,238.38,1306.5,5471.2,9.7051,45.202,95.359,568.49,118.94,9.2602,0.0043281
1448.5,6173.8,241.42,1349.9,5659.5,9.853,47.233,98.533,582.95,119.86,9.2746,0.0043977
1496.7,6386.3,244.55,1394.8,5853.8,10.003,49.331,101.81,598.13,120.79,9.2886,0.0044683
1546.4,6605.5,247.75,1441.2,6054.3,10.155,51.498,105.2,614.04,121.73,9.3022,0.00454
1597.8,6831.7,251.04,1489.1,6261.1,10.308,53.737,108.7,630.7,122.69,9.3154,0.0046128
1651,7065.2,254.43,1538.6,6474.6,10.464,56.05,112.32,648.11,123.66,9.3281,0.0046867
1705.8,7306.2,257.9,1589.8,6694.9,10.622,58.439,116.05,666.3,124.64,9.3406,0.0047616
1762.5,7554.9,261.47,1642.6,6922.3,10.782,60.907,119.91,685.27,125.64,9.3526,0.0048377
1821.1,7811.7,265.14,1697.2,7156.9,10.944,63.457,123.9,705.05,126.65,9.3643,0.004915
1881.5,8076.7,268.91,1753.5,7399.2,11.109,66.091,128.02,725.65,127.68,9.3757,0.0049933
1944,8350.3,272.79,1811.8,7649.3,11.276,68.812,132.27,747.09,128.72,9.3867,0.0050728
2008.6,8632.8,276.77,1871.9,7907.5,11.445,71.624,136.67,769.39,129.78,9.3974,0.0051535
2075.2,8924.4,280.87,1934,8174,11.617,74.528,141.21,792.57,130.86,9.4078,0.0052354
2144.1,9225.5,285.08,1998.2,8449.2,11.792,77.528,145.9,816.65,131.95,9.4179,0.0053185
2215.3,9536.4,289.41,2064.5,8733.3,11.969,80.627,150.74,841.65,133.06,9.4278,0.0054028
2288.7,9857.3,293.87,2133,9026.6,12.148,83.829,155.75,867.61,134.19,9.4373,0.0054884
2364.6,10189,298.45,2203.7,9329.4,12.331,87.136,160.92,894.54,135.33,9.4466,0.0055751
2443,10531,303.16,2276.8,9642.1,12.517,90.553,166.26,922.46,136.5,9.4556,0.0056632
2524,10884,308.01,2352.2,9965,12.705,94.083,171.77,951.42,137.68,9.4643,0.0057525
2607.6,11249,313,2430.1,10298,12.897,97.729,177.47,981.43,138.89,9.4728,0.0058431
2694,11626,318.13,2510.6,10643,13.091,101.5,183.36,1012.5,140.12,9.4811,0.005935
